station_id,timestamp,wind_vv_m_s,wind_vmax_m_s,wind_dv_g,wind_dmax_g
2966D,2025-05-13 15:00:00+00:00,4.6,9.2,226.0,232.0
3013,2025-05-13 15:00:00+00:00,1.8,4.4,259.0,293.0
3021Y,2025-05-13 15:00:00+00:00,5.0,9.8,265.0,247.0
3094B,2025-05-13 15:00:00+00:00,1.6,6.2,178.0,208.0
3099Y,2025-05-13 15:00:00+00:00,1.7,,,
3100B,2025-05-13 15:00:00+00:00,1.2,4.2,211.0,239.0
3103,2025-05-13 15:00:00+00:00,2.4,6.7,161.0,147.0
3104Y,2025-05-13 15:00:00+00:00,0.2,3.3,51.0,52.0
3110C,2025-05-13 15:00:00+00:00,1.3,3.7,206.0,172.0
3111D,2025-05-13 15:00:00+00:00,0.0,,,202.0
3126Y,2025-05-13 15:00:00+00:00,3.1,7.3,150.0,105.0
3129,2025-05-13 15:00:00+00:00,2.6,6.7,160.0,170.0
3129A,2025-05-13 15:00:00+00:00,2.4,5.1,212.0,213.0
3130C,2025-05-13 15:00:00+00:00,2.7,5.8,214.0,189.0
3158D,2025-05-13 15:00:00+00:00,0.6,,42.0,
3168D,2025-05-13 15:00:00+00:00,3.3,8.8,238.0,258.0
3170Y,2025-05-13 15:00:00+00:00,3.1,7.0,226.0,240.0
3182Y,2025-05-13 15:00:00+00:00,3.0,5.6,189.0,207.0
3191E,2025-05-13 15:00:00+00:00,1.9,4.0,221.0,229.0
3194U,2025-05-13 15:00:00+00:00,1.6,6.5,223.0,229.0
3195,2025-05-13 15:00:00+00:00,2.3,5.7,278.0,292.0
3254Y,2025-05-13 15:00:00+00:00,0.8,2.5,359.0,352.0
3260B,2025-05-13 15:00:00+00:00,1.7,4.8,207.0,140.0
3266A,2025-05-13 15:00:00+00:00,3.2,6.3,123.0,100.0
3268C,2025-05-13 15:00:00+00:00,2.7,5.5,210.0,205.0
3298X,2025-05-13 15:00:00+00:00,0.9,2.6,321.0,273.0
3319D,2025-05-13 15:00:00+00:00,3.7,6.8,207.0,227.0
3337U,2025-05-13 15:00:00+00:00,1.8,5.9,175.0,182.0
3343Y,2025-05-13 15:00:00+00:00,2.9,6.1,225.0,255.0
3365A,2025-05-13 15:00:00+00:00,2.6,6.9,267.0,278.0
3386A,2025-05-13 15:00:00+00:00,0.6,4.5,229.0,152.0
3391,2025-05-13 15:00:00+00:00,1.2,3.9,203.0,187.0
3422D,2025-05-13 15:00:00+00:00,1.3,6.9,353.0,302.0
3423I,2025-05-13 15:00:00+00:00,1.8,5.5,33.0,17.0
3434X,2025-05-13 15:00:00+00:00,1.8,4.6,293.0,259.0
3436D,2025-05-13 15:00:00+00:00,1.9,4.6,40.0,17.0
3448X,2025-05-13 15:00:00+00:00,1.6,4.7,316.0,340.0
3455X,2025-05-13 15:00:00+00:00,2.9,6.6,256.0,240.0
3463Y,2025-05-13 15:00:00+00:00,2.8,5.9,258.0,261.0
3469A,2025-05-13 15:00:00+00:00,2.3,4.7,275.0,288.0
3475X,2025-05-13 15:00:00+00:00,4.3,7.0,241.0,265.0
3494U,2025-05-13 15:00:00+00:00,2.7,6.4,244.0,262.0
3503,2025-05-13 15:00:00+00:00,2.5,6.5,250.0,247.0
3504X,2025-05-13 15:00:00+00:00,1.6,5.3,271.0,282.0
3512X,2025-05-13 15:00:00+00:00,3.2,6.5,148.0,195.0
3514B,2025-05-13 15:00:00+00:00,0.7,4.7,127.0,302.0
3516X,2025-05-13 15:00:00+00:00,1.7,6.4,179.0,160.0
3519X,2025-05-13 15:00:00+00:00,2.2,6.1,246.0,255.0
3526X,2025-05-13 15:00:00+00:00,4.1,7.5,306.0,266.0
3531X,2025-05-13 15:00:00+00:00,4.9,7.6,244.0,242.0
3536X,2025-05-13 15:00:00+00:00,0.7,6.9,235.0,250.0
3540X,2025-05-13 15:00:00+00:00,5.3,9.7,230.0,240.0
3547X,2025-05-13 15:00:00+00:00,1.4,3.3,81.0,55.0
3562X,2025-05-13 15:00:00+00:00,4.6,8.6,270.0,262.0
3565X,2025-05-13 15:00:00+00:00,3.7,6.5,272.0,290.0
3576X,2025-05-13 15:00:00+00:00,5.9,11.5,265.0,266.0
4007Y,2025-05-13 15:00:00+00:00,1.7,5.2,232.0,225.0
4051Y,2025-05-13 15:00:00+00:00,1.3,4.3,173.0,290.0
4064Y,2025-05-13 15:00:00+00:00,2.3,5.5,269.0,245.0
4067,2025-05-13 15:00:00+00:00,3.1,7.4,310.0,291.0
4070Y,2025-05-13 15:00:00+00:00,2.9,6.1,260.0,235.0
4089A,2025-05-13 15:00:00+00:00,1.5,3.3,303.0,212.0
4090Y,2025-05-13 15:00:00+00:00,2.4,5.1,200.0,244.0
4091Y,2025-05-13 15:00:00+00:00,1.2,5.4,122.0,102.0
4093Y,2025-05-13 15:00:00+00:00,1.8,6.5,323.0,185.0
4095Y,2025-05-13 15:00:00+00:00,0.8,4.5,225.0,180.0
4096Y,2025-05-13 15:00:00+00:00,2.2,5.6,25.0,7.0
4103X,2025-05-13 15:00:00+00:00,0.9,3.2,302.0,46.0
4121,2025-05-13 15:00:00+00:00,1.6,5.8,302.0,280.0
4138Y,2025-05-13 15:00:00+00:00,3.8,7.5,242.0,247.0
4147X,2025-05-13 15:00:00+00:00,1.0,5.7,289.0,196.0
4148,2025-05-13 15:00:00+00:00,2.4,6.9,227.0,190.0
4195E,2025-05-13 15:00:00+00:00,1.9,4.4,212.0,160.0
4210Y,2025-05-13 15:00:00+00:00,1.4,4.0,292.0,157.0
4220X,2025-05-13 15:00:00+00:00,0.6,2.4,236.0,292.0
4236Y,2025-05-13 15:00:00+00:00,3.3,6.9,305.0,325.0
4244X,2025-05-13 15:00:00+00:00,2.4,5.9,273.0,221.0
4245X,2025-05-13 15:00:00+00:00,0.6,2.4,324.0,15.0
4260,2025-05-13 15:00:00+00:00,3.1,5.2,315.0,297.0
4263X,2025-05-13 15:00:00+00:00,2.0,5.1,296.0,327.0
4267X,2025-05-13 15:00:00+00:00,0.9,5.2,324.0,266.0
4300Y,2025-05-13 15:00:00+00:00,1.5,5.5,197.0,195.0
4325Y,2025-05-13 15:00:00+00:00,2.4,6.6,324.0,292.0
4339X,2025-05-13 15:00:00+00:00,4.0,7.0,39.0,32.0
4340,2025-05-13 15:00:00+00:00,2.6,5.8,278.0,275.0
4347X,2025-05-13 15:00:00+00:00,2.0,6.8,238.0,230.0
4358X,2025-05-13 15:00:00+00:00,1.4,3.8,269.0,247.0
4362X,2025-05-13 15:00:00+00:00,3.8,7.1,317.0,325.0
4386B,2025-05-13 15:00:00+00:00,2.6,5.6,331.0,319.0
4395X,2025-05-13 15:00:00+00:00,2.5,6.1,333.0,312.0
4410X,2025-05-13 15:00:00+00:00,1.8,4.2,283.0,258.0
4411C,2025-05-13 15:00:00+00:00,3.4,6.1,223.0,292.0
4427X,2025-05-13 15:00:00+00:00,2.2,5.0,302.0,327.0
4436Y,2025-05-13 15:00:00+00:00,2.8,13.7,351.0,355.0
4452,2025-05-13 15:00:00+00:00,3.1,6.0,283.0,290.0
4464X,2025-05-13 15:00:00+00:00,2.7,5.9,282.0,262.0
4468X,2025-05-13 15:00:00+00:00,3.3,6.3,259.0,300.0
4478X,2025-05-13 15:00:00+00:00,1.9,5.4,300.0,260.0
4486X,2025-05-13 15:00:00+00:00,2.2,6.1,274.0,257.0
4489X,2025-05-13 15:00:00+00:00,3.8,6.5,306.0,290.0
4492F,2025-05-13 15:00:00+00:00,2.6,5.9,331.0,357.0
4497X,2025-05-13 15:00:00+00:00,1.8,6.1,292.0,305.0
4499X,2025-05-13 15:00:00+00:00,2.5,5.9,352.0,10.0
4501X,2025-05-13 15:00:00+00:00,3.7,7.8,285.0,267.0
4511C,2025-05-13 15:00:00+00:00,4.2,7.2,233.0,237.0
4520X,2025-05-13 15:00:00+00:00,3.0,6.6,348.0,325.0
4527X,2025-05-13 15:00:00+00:00,3.1,5.4,319.0,340.0
4549Y,2025-05-13 15:00:00+00:00,5.4,8.7,241.0,237.0
4554X,2025-05-13 15:00:00+00:00,7.0,10.6,241.0,230.0
4560Y,2025-05-13 15:00:00+00:00,3.6,6.1,349.0,1.0
4589X,2025-05-13 15:00:00+00:00,3.2,7.1,316.0,355.0
4608X,2025-05-13 15:00:00+00:00,2.9,7.1,332.0,290.0
4622X,2025-05-13 15:00:00+00:00,2.0,5.9,337.0,327.0
4642E,2025-05-13 15:00:00+00:00,6.9,11.5,241.0,223.0
5000C,2025-05-13 15:00:00+00:00,3.6,9.8,289.0,293.0
5047E,2025-05-13 15:00:00+00:00,1.4,4.6,69.0,77.0
5051X,2025-05-13 15:00:00+00:00,2.6,6.4,198.0,193.0
5103E,2025-05-13 15:00:00+00:00,2.4,4.3,17.0,9.0
5107D,2025-05-13 15:00:00+00:00,3.4,7.1,206.0,222.0
5112X,2025-05-13 15:00:00+00:00,3.2,6.5,174.0,195.0
5164B,2025-05-13 15:00:00+00:00,2.0,5.6,335.0,300.0
5192,2025-05-13 15:00:00+00:00,2.0,4.3,115.0,83.0
5210X,2025-05-13 15:00:00+00:00,2.9,6.0,353.0,325.0
5246,2025-05-13 15:00:00+00:00,1.1,4.4,315.0,306.0
5270B,2025-05-13 15:00:00+00:00,3.0,5.9,314.0,310.0
5279X,2025-05-13 15:00:00+00:00,2.0,4.5,314.0,275.0
5281X,2025-05-13 15:00:00+00:00,2.1,4.2,272.0,267.0
5298X,2025-05-13 15:00:00+00:00,2.5,4.7,299.0,325.0
5304Y,2025-05-13 15:00:00+00:00,2.4,5.1,224.0,300.0
5341C,2025-05-13 15:00:00+00:00,1.2,2.5,134.0,137.0
5361X,2025-05-13 15:00:00+00:00,2.2,3.9,327.0,312.0
5390Y,2025-05-13 15:00:00+00:00,1.4,5.0,196.0,332.0
5394X,2025-05-13 15:00:00+00:00,1.4,4.2,199.0,230.0
5402,2025-05-13 15:00:00+00:00,3.3,5.7,200.0,240.0
5406X,2025-05-13 15:00:00+00:00,3.3,6.4,321.0,302.0
5412X,2025-05-13 15:00:00+00:00,2.2,7.6,356.0,
5429X,2025-05-13 15:00:00+00:00,2.4,5.0,300.0,297.0
5459X,2025-05-13 15:00:00+00:00,1.9,3.7,242.0,272.0
5470,2025-05-13 15:00:00+00:00,1.3,5.7,292.0,317.0
5473X,2025-05-13 15:00:00+00:00,2.3,6.6,314.0,302.0
5511,2025-05-13 15:00:00+00:00,1.8,5.3,302.0,292.0
5514Z,2025-05-13 15:00:00+00:00,8.4,11.7,190.0,200.0
5515D,2025-05-13 15:00:00+00:00,3.7,,271.0,
5515X,2025-05-13 15:00:00+00:00,2.0,5.9,224.0,275.0
5516D,2025-05-13 15:00:00+00:00,1.8,4.9,336.0,347.0
5530E,2025-05-13 15:00:00+00:00,4.1,8.2,260.0,250.0
5582A,2025-05-13 15:00:00+00:00,1.8,8.3,296.0,286.0
5598X,2025-05-13 15:00:00+00:00,4.1,7.4,256.0,247.0
5612B,2025-05-13 15:00:00+00:00,4.1,7.1,265.0,267.0
5624X,2025-05-13 15:00:00+00:00,2.2,5.2,311.0,265.0
5625X,2025-05-13 15:00:00+00:00,1.9,6.1,295.0,237.0
5641X,2025-05-13 15:00:00+00:00,3.3,5.5,280.0,315.0
5654X,2025-05-13 15:00:00+00:00,2.7,6.1,229.0,252.0
5656,2025-05-13 15:00:00+00:00,2.9,5.6,279.0,272.0
5702X,2025-05-13 15:00:00+00:00,3.1,7.7,270.0,260.0
5704B,2025-05-13 15:00:00+00:00,2.2,5.6,299.0,284.0
5726X,2025-05-13 15:00:00+00:00,1.4,5.2,307.0,257.0
5733X,2025-05-13 15:00:00+00:00,1.8,4.4,297.0,312.0
5769X,2025-05-13 15:00:00+00:00,2.8,5.1,292.0,267.0
5783,2025-05-13 15:00:00+00:00,4.0,6.7,300.0,310.0
5788X,2025-05-13 15:00:00+00:00,2.0,5.0,272.0,300.0
5790Y,2025-05-13 15:00:00+00:00,1.4,4.9,148.0,220.0
5796,2025-05-13 15:00:00+00:00,0.8,3.9,309.0,329.0
5835X,2025-05-13 15:00:00+00:00,2.8,6.9,276.0,275.0
5858X,2025-05-13 15:00:00+00:00,7.5,10.4,252.0,242.0
5860E,2025-05-13 15:00:00+00:00,4.2,9.2,254.0,261.0
5891X,2025-05-13 15:00:00+00:00,2.6,7.1,276.0,285.0
5906X,2025-05-13 15:00:00+00:00,6.6,10.4,246.0,285.0
5911A,2025-05-13 15:00:00+00:00,0.6,4.7,296.0,318.0
5919X,2025-05-13 15:00:00+00:00,1.8,6.4,332.0,287.0
5941X,2025-05-13 15:00:00+00:00,1.4,5.5,309.0,290.0
5950X,2025-05-13 15:00:00+00:00,2.1,6.4,239.0,237.0
5972X,2025-05-13 15:00:00+00:00,5.6,9.5,271.0,264.0
5973,2025-05-13 15:00:00+00:00,5.0,8.9,283.0,270.0
5983X,2025-05-13 15:00:00+00:00,7.1,11.2,287.0,290.0
5995B,2025-05-13 15:00:00+00:00,5.1,9.4,268.0,250.0
5996B,2025-05-13 15:00:00+00:00,6.2,9.6,263.0,255.0
5998X,2025-05-13 15:00:00+00:00,2.6,6.3,263.0,287.0
6000A,2025-05-13 15:00:00+00:00,3.4,6.4,254.0,293.0
6001,2025-05-13 15:00:00+00:00,5.2,10.2,284.0,275.0
6032X,2025-05-13 15:00:00+00:00,3.4,9.1,313.0,322.0
6040X,2025-05-13 15:00:00+00:00,1.0,3.9,164.0,220.0
6042I,2025-05-13 15:00:00+00:00,5.7,9.4,271.0,255.0
6045X,2025-05-13 15:00:00+00:00,2.3,7.2,26.0,35.0
6050X,2025-05-13 15:00:00+00:00,1.8,6.8,258.0,307.0
6056X,2025-05-13 15:00:00+00:00,6.4,11.4,267.0,262.0
6057X,2025-05-13 15:00:00+00:00,7.2,12.6,290.0,270.0
6058I,2025-05-13 15:00:00+00:00,4.3,7.9,258.0,277.0
6069X,2025-05-13 15:00:00+00:00,2.6,5.3,221.0,207.0
6076X,2025-05-13 15:00:00+00:00,2.7,3.9,87.0,80.0
6083X,2025-05-13 15:00:00+00:00,1.9,6.6,282.0,225.0
6084X,2025-05-13 15:00:00+00:00,4.5,6.2,152.0,162.0
6088X,2025-05-13 15:00:00+00:00,2.5,5.7,195.0,200.0
6106X,2025-05-13 15:00:00+00:00,1.8,6.0,276.0,309.0
6127X,2025-05-13 15:00:00+00:00,3.5,10.6,194.0,250.0
6155A,2025-05-13 15:00:00+00:00,5.4,8.8,120.0,110.0
6156X,2025-05-13 15:00:00+00:00,4.4,7.5,127.0,125.0
6172O,2025-05-13 15:00:00+00:00,3.3,4.8,101.0,96.0
6172X,2025-05-13 15:00:00+00:00,3.6,5.2,167.0,162.0
6199X,2025-05-13 15:00:00+00:00,2.2,5.2,180.0,145.0
6201X,2025-05-13 15:00:00+00:00,2.5,5.5,176.0,135.0
6205X,2025-05-13 15:00:00+00:00,1.8,3.4,158.0,157.0
6213X,2025-05-13 15:00:00+00:00,1.3,4.8,233.0,202.0
6248D,2025-05-13 15:00:00+00:00,2.3,7.5,208.0,173.0
6267X,2025-05-13 15:00:00+00:00,2.6,5.7,238.0,207.0
6268Y,2025-05-13 15:00:00+00:00,2.7,4.4,223.0,237.0
6272X,2025-05-13 15:00:00+00:00,5.4,8.5,247.0,255.0
6277B,2025-05-13 15:00:00+00:00,4.2,7.2,237.0,256.0
6293X,2025-05-13 15:00:00+00:00,4.5,8.1,250.0,264.0
6299I,2025-05-13 15:00:00+00:00,3.0,5.5,170.0,232.0
6302A,2025-05-13 15:00:00+00:00,1.2,6.5,34.0,74.0
6307C,2025-05-13 15:00:00+00:00,3.9,9.2,236.0,220.0
6307X,2025-05-13 15:00:00+00:00,5.4,10.1,327.0,325.0
6312E,2025-05-13 15:00:00+00:00,1.8,8.6,102.0,67.0
6325O,2025-05-13 15:00:00+00:00,8.1,10.3,220.0,220.0
6329X,2025-05-13 15:00:00+00:00,2.5,6.3,219.0,240.0
6332Y,2025-05-13 15:00:00+00:00,2.4,5.9,179.0,168.0
6335O,2025-05-13 15:00:00+00:00,3.0,7.2,118.0,97.0
6340X,2025-05-13 15:00:00+00:00,5.7,,,
6364X,2025-05-13 15:00:00+00:00,4.2,7.4,109.0,100.0
6375X,2025-05-13 15:00:00+00:00,3.4,6.9,255.0,255.0
7002Y,2025-05-13 15:00:00+00:00,2.9,5.5,155.0,224.0
7007Y,2025-05-13 15:00:00+00:00,3.9,6.4,167.0,145.0
7012C,2025-05-13 15:00:00+00:00,3.0,5.9,189.0,207.0
7012D,2025-05-13 15:00:00+00:00,4.3,7.7,195.0,193.0
7019X,2025-05-13 15:00:00+00:00,5.0,7.4,161.0,145.0
7026X,2025-05-13 15:00:00+00:00,3.4,6.6,205.0,205.0
7031X,2025-05-13 15:00:00+00:00,5.2,8.8,160.0,160.0
7096B,2025-05-13 15:00:00+00:00,1.8,5.9,249.0,294.0
7119B,2025-05-13 15:00:00+00:00,1.5,4.0,44.0,189.0
7121A,2025-05-13 15:00:00+00:00,1.4,5.7,134.0,117.0
7138B,2025-05-13 15:00:00+00:00,5.5,9.5,154.0,160.0
7145D,2025-05-13 15:00:00+00:00,3.8,8.4,119.0,128.0
7172X,2025-05-13 15:00:00+00:00,3.4,6.8,122.0,107.0
7178I,2025-05-13 15:00:00+00:00,3.3,6.1,131.0,125.0
7203A,2025-05-13 15:00:00+00:00,2.0,4.9,174.0,107.0
7209,2025-05-13 15:00:00+00:00,1.0,4.5,113.0,173.0
7227X,2025-05-13 15:00:00+00:00,1.6,6.9,117.0,200.0
7237E,2025-05-13 15:00:00+00:00,4.0,7.2,161.0,160.0
7244X,2025-05-13 15:00:00+00:00,3.5,7.5,111.0,115.0
7247X,2025-05-13 15:00:00+00:00,3.3,6.7,75.0,68.0
7261X,2025-05-13 15:00:00+00:00,3.6,8.0,127.0,132.0
7275C,2025-05-13 15:00:00+00:00,2.7,7.0,153.0,127.0
8008Y,2025-05-13 15:00:00+00:00,5.7,8.9,163.0,185.0
8019,2025-05-13 15:00:00+00:00,4.1,6.2,130.0,140.0
8025,2025-05-13 15:00:00+00:00,3.2,5.9,161.0,148.0
8036Y,2025-05-13 15:00:00+00:00,2.5,5.2,166.0,170.0
8050X,2025-05-13 15:00:00+00:00,2.7,6.3,155.0,156.0
8057C,2025-05-13 15:00:00+00:00,1.6,4.1,100.0,107.0
8058Y,2025-05-13 15:00:00+00:00,5.1,8.6,89.0,82.0
8059C,2025-05-13 15:00:00+00:00,2.3,6.9,143.0,102.0
8072Y,2025-05-13 15:00:00+00:00,1.2,5.4,334.0,127.0
8096,2025-05-13 15:00:00+00:00,1.1,3.9,195.0,230.0
8155Y,2025-05-13 15:00:00+00:00,5.9,9.9,137.0,147.0
8175,2025-05-13 15:00:00+00:00,3.7,7.3,170.0,147.0
8177A,2025-05-13 15:00:00+00:00,4.6,7.7,149.0,165.0
8178D,2025-05-13 15:00:00+00:00,1.3,5.9,185.0,125.0
8191Y,2025-05-13 15:00:00+00:00,3.1,7.0,114.0,130.0
8193E,2025-05-13 15:00:00+00:00,1.8,6.0,200.0,137.0
8198Y,2025-05-13 15:00:00+00:00,2.7,7.2,87.0,115.0
8203O,2025-05-13 15:00:00+00:00,2.7,,215.0,
8210Y,2025-05-13 15:00:00+00:00,1.9,10.1,99.0,232.0
8270X,2025-05-13 15:00:00+00:00,0.6,7.1,60.0,65.0
8283X,2025-05-13 15:00:00+00:00,1.2,4.4,52.0,62.0
8293X,2025-05-13 15:00:00+00:00,1.7,8.5,34.0,79.0
8300X,2025-05-13 15:00:00+00:00,2.2,5.5,83.0,122.0
8309X,2025-05-13 15:00:00+00:00,4.1,8.1,117.0,166.0
8325X,2025-05-13 15:00:00+00:00,3.2,7.0,94.0,103.0
8354X,2025-05-13 15:00:00+00:00,2.9,9.3,228.0,145.0
8368U,2025-05-13 15:00:00+00:00,2.7,7.7,110.0,173.0
8376,2025-05-13 15:00:00+00:00,5.5,10.5,138.0,130.0
8395X,2025-05-13 15:00:00+00:00,0.4,3.2,117.0,157.0
8409X,2025-05-13 15:00:00+00:00,4.2,7.2,128.0,135.0
8414A,2025-05-13 15:00:00+00:00,3.7,7.2,110.0,90.0
8416X,2025-05-13 15:00:00+00:00,0.7,4.6,91.0,84.0
8416Y,2025-05-13 15:00:00+00:00,1.6,6.0,140.0,95.0
8439X,2025-05-13 15:00:00+00:00,2.8,5.7,129.0,62.0
8458X,2025-05-13 15:00:00+00:00,8.0,11.2,131.0,135.0
8472A,2025-05-13 15:00:00+00:00,0.4,3.6,257.0,180.0
8486X,2025-05-13 15:00:00+00:00,1.3,7.7,295.0,242.0
8489X,2025-05-13 15:00:00+00:00,3.0,7.2,28.0,135.0
8492X,2025-05-13 15:00:00+00:00,3.8,7.3,183.0,170.0
8500A,2025-05-13 15:00:00+00:00,2.7,5.5,112.0,70.0
8503Y,2025-05-13 15:00:00+00:00,2.3,5.7,121.0,110.0
8520X,2025-05-13 15:00:00+00:00,1.7,6.0,172.0,145.0
9001D,2025-05-13 15:00:00+00:00,2.5,6.1,196.0,189.0
9001S,2025-05-13 15:00:00+00:00,1.2,7.6,125.0,143.0
9016X,2025-05-13 15:00:00+00:00,3.8,7.8,197.0,212.0
9019B,2025-05-13 15:00:00+00:00,3.2,7.0,231.0,231.0
9031C,2025-05-13 15:00:00+00:00,4.4,8.9,352.0,325.0
9051,2025-05-13 15:00:00+00:00,2.2,6.5,216.0,247.0
9060X,2025-05-13 15:00:00+00:00,2.8,7.5,251.0,307.0
9069C,2025-05-13 15:00:00+00:00,3.5,7.5,302.0,265.0
9073X,2025-05-13 15:00:00+00:00,0.9,2.7,27.0,20.0
9091R,2025-05-13 15:00:00+00:00,4.4,9.3,250.0,240.0
9111,2025-05-13 15:00:00+00:00,2.2,7.8,239.0,245.0
9115X,2025-05-13 15:00:00+00:00,3.4,6.5,320.0,310.0
9122I,2025-05-13 15:00:00+00:00,1.6,4.7,249.0,202.0
9141V,2025-05-13 15:00:00+00:00,2.7,5.4,59.0,42.0
9145Y,2025-05-13 15:00:00+00:00,1.6,3.9,109.0,77.0
9170,2025-05-13 15:00:00+00:00,3.7,6.2,110.0,110.0
9171K,2025-05-13 15:00:00+00:00,3.4,6.0,135.0,130.0
9188,2025-05-13 15:00:00+00:00,5.5,8.6,353.0,195.0
9195C,2025-05-13 15:00:00+00:00,3.1,7.1,111.0,104.0
9198X,2025-05-13 15:00:00+00:00,0.1,1.7,292.0,30.0
9201X,2025-05-13 15:00:00+00:00,2.1,6.3,16.0,349.0
9207,2025-05-13 15:00:00+00:00,2.3,5.7,153.0,202.0
9208E,2025-05-13 15:00:00+00:00,1.5,6.8,97.0,159.0
9211F,2025-05-13 15:00:00+00:00,1.2,3.3,63.0,87.0
9218A,2025-05-13 15:00:00+00:00,1.4,2.6,339.0,60.0
9228J,2025-05-13 15:00:00+00:00,0.5,6.1,288.0,267.0
9228T,2025-05-13 15:00:00+00:00,2.3,6.5,200.0,2.0
9244X,2025-05-13 15:00:00+00:00,2.0,3.4,333.0,200.0
9245X,2025-05-13 15:00:00+00:00,1.9,4.8,171.0,147.0
9252X,2025-05-13 15:00:00+00:00,1.0,4.5,157.0,140.0
9262P,2025-05-13 15:00:00+00:00,1.2,6.9,348.0,210.0
9263D,2025-05-13 15:00:00+00:00,3.0,6.2,180.0,240.0
9263X,2025-05-13 15:00:00+00:00,1.4,3.8,226.0,253.0
9274X,2025-05-13 15:00:00+00:00,2.5,6.2,2.0,357.0
9280B,2025-05-13 15:00:00+00:00,1.8,5.6,186.0,132.0
9287A,2025-05-13 15:00:00+00:00,5.2,12.2,223.0,222.0
9293X,2025-05-13 15:00:00+00:00,4.9,6.6,333.0,337.0
9294E,2025-05-13 15:00:00+00:00,2.8,5.7,118.0,108.0
9299X,2025-05-13 15:00:00+00:00,2.0,5.5,150.0,97.0
9302Y,2025-05-13 15:00:00+00:00,1.1,5.5,118.0,172.0
9321Y,2025-05-13 15:00:00+00:00,1.6,5.5,61.0,115.0
9336D,2025-05-13 15:00:00+00:00,3.0,4.9,123.0,137.0
9344C,2025-05-13 15:00:00+00:00,3.7,7.7,201.0,182.0
9352A,2025-05-13 15:00:00+00:00,3.0,4.2,309.0,305.0
9374X,2025-05-13 15:00:00+00:00,2.8,9.0,205.0,250.0
9377Y,2025-05-13 15:00:00+00:00,1.6,4.9,8.0,7.0
9381I,2025-05-13 15:00:00+00:00,1.6,5.2,146.0,155.0
9390,2025-05-13 15:00:00+00:00,0.7,3.9,354.0,10.0
9394X,2025-05-13 15:00:00+00:00,2.6,4.0,316.0,317.0
9427X,2025-05-13 15:00:00+00:00,3.2,5.0,72.0,40.0
9434,2025-05-13 15:00:00+00:00,1.4,5.3,4.0,100.0
9434P,2025-05-13 15:00:00+00:00,1.7,4.3,59.0,24.0
9436X,2025-05-13 15:00:00+00:00,2.8,5.7,93.0,112.0
9445L,2025-05-13 15:00:00+00:00,0.5,4.5,306.0,288.0
9451F,2025-05-13 15:00:00+00:00,2.4,3.8,290.0,250.0
9453X,2025-05-13 15:00:00+00:00,1.2,3.0,295.0,252.0
9460X,2025-05-13 15:00:00+00:00,0.8,4.8,98.0,110.0
9491X,2025-05-13 15:00:00+00:00,1.5,2.8,108.0,80.0
9495Y,2025-05-13 15:00:00+00:00,2.8,9.1,66.0,40.0
9501X,2025-05-13 15:00:00+00:00,1.8,6.9,63.0,89.0
9510X,2025-05-13 15:00:00+00:00,1.4,2.8,356.0,62.0
9513X,2025-05-13 15:00:00+00:00,3.0,6.8,72.0,40.0
9531Y,2025-05-13 15:00:00+00:00,0.7,4.5,95.0,322.0
9546B,2025-05-13 15:00:00+00:00,4.1,7.8,84.0,110.0
9550C,2025-05-13 15:00:00+00:00,8.3,12.6,98.0,107.0
9561X,2025-05-13 15:00:00+00:00,3.6,8.5,163.0,80.0
9562X,2025-05-13 15:00:00+00:00,1.2,8.8,124.0,115.0
9569A,2025-05-13 15:00:00+00:00,5.9,10.8,165.0,165.0
9573X,2025-05-13 15:00:00+00:00,3.1,9.8,127.0,115.0
9574B,2025-05-13 15:00:00+00:00,6.0,10.3,172.0,170.0
9585,2025-05-13 15:00:00+00:00,3.4,7.8,196.0,187.0
9590,2025-05-13 15:00:00+00:00,3.5,8.5,277.0,265.0
9590D,2025-05-13 15:00:00+00:00,1.6,5.7,274.0,147.0
9632X,2025-05-13 15:00:00+00:00,1.6,,,
9638D,2025-05-13 15:00:00+00:00,1.3,8.2,118.0,315.0
9657X,2025-05-13 15:00:00+00:00,2.0,6.5,188.0,185.0
9677,2025-05-13 15:00:00+00:00,2.0,4.5,217.0,208.0
9698U,2025-05-13 15:00:00+00:00,2.5,4.0,337.0,338.0
9707,2025-05-13 15:00:00+00:00,2.3,4.6,286.0,272.0
9724X,2025-05-13 15:00:00+00:00,3.9,7.0,207.0,210.0
9726E,2025-05-13 15:00:00+00:00,3.9,7.7,155.0,150.0
9729X,2025-05-13 15:00:00+00:00,1.6,4.4,101.0,142.0
9744B,2025-05-13 15:00:00+00:00,0.1,2.6,211.0,60.0
9751,2025-05-13 15:00:00+00:00,2.3,5.1,215.0,192.0
9756X,2025-05-13 15:00:00+00:00,4.1,6.9,82.0,75.0
9771C,2025-05-13 15:00:00+00:00,2.5,5.5,273.0,283.0
9784P,2025-05-13 15:00:00+00:00,1.9,5.4,325.0,322.0
9808X,2025-05-13 15:00:00+00:00,3.9,9.0,348.0,12.0
9812M,2025-05-13 15:00:00+00:00,0.0,2.0,,17.0
9814I,2025-05-13 15:00:00+00:00,0.0,2.4,,211.0
9814X,2025-05-13 15:00:00+00:00,0.6,2.7,72.0,55.0
9838B,2025-05-13 15:00:00+00:00,2.2,7.0,220.0,275.0
9839V,2025-05-13 15:00:00+00:00,1.4,6.1,164.0,145.0
